index
Gulp1
4930521E06Rik
Col5a2
Wdr75
Slc40a1
Dnah7b
Dnah7c
Slc39a10
Gm28151
Gm28826
C230029F24Rik
4933411E06Rik
Tmeff2
Gm28322
Gm28319
Gm28320
Gm29325
9330175M20Rik
Cavin2
Nabp1
Gm17767
Gm28055
Myo1b
Gm29453
Gm28323
Stat4
Gm31812
Stat1
Gls
Nab1
Gm553
Gm28178
Nemp2
Mfsd6
Gm29670
Inpp1
Hibch
1700019D03Rik
Mstn
1700019A02Rik
Pms1
Ormdl1
Osgepl1
Asnsd1
Dnah7a
Stk17b
Hecw2
Ccdc150
Gtf3c3
Gm34066
Pgap1
Ankrd44
4930444A19Rik
Sf3b1
Coq10b
Hspd1
Hspe1
Mob4
Rftn2
Gm10561
Mars2
Boll
Plcl1
9130227L01Rik
Satb2
9130024F11Rik
BC055402
4930558J18Rik
1700066M21Rik
Tyw5
Maip1
Spats2l
Gm17234
Kctd18
Sgo2a
Aox1
Aox3
Aox4
Gm15759
Aox2
Bzw1
Clk1
Ppil3
Nif3l1
Orc2
Gm15834
Fam126b
Ndufb3
Flacc1
Cflar
Casp8
Trak2
Stradb
C2cd6
Gm29018
Tmem237
G730003C15Rik
Mpp4
Gm29017
Als2
Cdk15
Gm29016
Fzd7
Gm26813
Gm973
Gm28411
Sumo1
Nop58
Bmpr2
Fam117b
Ica1l
Wdr12
Carf
Nbeal1
Cyp20a1
Abi2
Raph1
Cd28
2310016D23Rik
Ctla4
Icos
Gm28083
Gm11587
9530026F06Rik
Gm28449
Pard3b
Pard3bos1
Pard3bos2
Pard3bos3
Nrp2
Gm29083
Gm4208
Ino80d
Ino80dos
Gm20342
Ndufs1
Eef1b2
Gpr1
Platr12
Gm11608
Zdbf2
Adam23
Gm39653
Dytn
Mdh1b
Fastkd2
4933402D24Rik
Gm13749
Klf7
Gm13748
Gm28981
Creb1
Mettl21a
Gm28982
Gm29152
2810408I11Rik
Ccnyl1
Fzd5
Plekhm3
Akr1cl
Cryga
D630023F18Rik
Idh1
Pikfyve
Pth2r
Map2
Gm10558
Unc80
Rpe
Kansl1l
Acadl
Myl1
Lancl1
Cps1
Gm15668
Gm15669
Erbb4
Gm16076
Gm29113
Gm29114
Ikzf2
Gm29112
Gm28112
Spag16
Vwc2l
Bard1
Abca12
Atic
Fn1
Apol7d
Gm28818
4933417E11Rik
4930556G22Rik
Gm4319
Mreg
Pecr
Tmem169
Xrcc5
March4
Smarcal1
Gm39662
Ankar
Rpl37a
Igfbp2
Igfbp5
1700027A15Rik
Gm29185
D530049I02Rik
C530043A13Rik
6030407O03Rik
Tns1
Rufy4
Cxcr2
Arpc2
Aamp
Pnkd
Tmbim1
Gm29358
Catip
Slc11a1
Ctdsp1
Vil1
Usp37
Cnot9
Plcd4
Zfp142
Bcs1l
Rnf25
Stk36
Ttll4
Cyp27a1
Prkag3
Wnt6
Gm29539
Wnt10a
Gm16582
Cdk5r2
Cfap65
Gm15841
Ihh
Nhej1
Slc23a3
Cnppd1
Retreg2
Zfand2b
Abcb6
Atg9a
Ankzf1
Glb1l
Stk16
Tuba4a
A630095N17Rik
Dnajb2
Ptprn
Gm28294
Resp18
Gm28902
Dnpep
Gm15179
Speg
Gm15178
Gmppa
Asic4
Chpf
Obsl1
Tmem198
Inha
Stk11ip
Slc4a3
Gm29069
Gm17751
Gm816
Epha4
Gm28386
Pax3
Sgpp2
Gm28410
Farsb
BC035947
Mogat1
5730419F03Rik
Acsl3
Utp14b
Gm29536
Scg2
Ap1s3
Wdfy1
Mrpl44
Serpine2
9830004L10Rik
Fam124b
Cul3
Gm29125
1700016L21Rik
Dock10
Nyap2
Irs1
Rhbdd1
Gm28940
Col4a4
Col4a3
C430014B12Rik
Mff
Gm28941
Tm4sf20
Agfg1
A030005L19Rik
A030014E15Rik
Slc19a3
Gm47969
Ccl20
Daw1
Sphkap
4933436I20Rik
Pid1
Dner
Trip12
Fbxo36
Slc16a14
C130026I21Rik
A530032D15Rik
A530040E14Rik
Gm16092
G530012D18Rik
Sp110
Sp140
Gm10552
Sp100
A630001G21Rik
Cab39
Itm2c
4933407L21Rik
Gm28884
Gpr55
Gm28100
Spata3
2810459M11Rik
Psmd1
Htr2b
Armc9
Gm16341
B3gnt7
Gm28626
Ncl
C130036L24Rik
Nmur1
Ptma
Pde6d
Cops7b
Nppc
Dis3l2
Gm29055
Gm28375
Gm29371
Gm29374
Ecel1
Prss56
Chrnd
Chrng
Eif4e2
Efhd1
Gigyf2
Kcnj13
Snorc
Ngef
Neu2
Inpp5d
Atg16l1
Sag
Dgkd
Gm19582
Usp40
Gm20528
Ugt1a6a
Dnajb3
Mroh2a
Hjurp
Trpm8
Spp2
Gm29538
Gm28888
Glrp1
Gm19589
Arl4c
Platr5
Sh3bp4
Gm28342
C030007H22Rik
Agap1
Gm28499
4933400F21Rik
Gbx2
Asb18
Iqca
Ackr3
Gm28723
Cops8
Col6a3
Mlph
Gm28199
Lrrfip1
Rbm44
Ramp1
Ube2f
Scly
Gm17090
Erfe
Ilkap
Hes6
Per2
Traf3ip1
Asb1
Gm28380
Gm29100
Twist2
Gm29101
Hdac4
Ndufa10
Olfr1416
Cops9
Otos
Gm29483
Gm29481
Gpc1
Gm29480
Ankmy1
Dusp28
5033417F24Rik
Rnpepl1
9430060I03Rik
Capn10
Gpr35
Kif1a
Gm28086
Crocc2
Sned1
Mterf4
Gm28535
Pask
Ppp1r7
Ano7
Hdlbp
Sept2
Farp2
Stk25
Bok
Thap4
Gm10550
Atg4b
Dtymk
Ing5
D2hgdh
Gal3st2
Gal3st2b
Gal3st2c
Neu4
Pdcd1
Fam174a
St8sia4
1700063A18Rik
Gm29601
Slco4c1
Panct2
Slco6c1
D1Ertd622e
Ppip5k2
Gin1
Pam
B230216N24Rik
1810006J02Rik
Gm29461
Slco6d1
Gm7967
Cntnap5b
Gm20268
Gm28187
Cdh20
Rnf152
Gm17634
Gm28403
Pign
Gm28404
Relch
Tnfrsf11a
Gm7160
Zcchc2
Gm20753
Phlpp1
Bcl2
D630008O14Rik
Kdsr
Vps4b
Serpinb5
Serpinb12
Serpinb3b
Serpinb7
Serpinb2
Serpinb8
Gm15389
D830032E09Rik
Cdh7
Cdh19
Gm29088
Dsel
9330185C12Rik
Cntnap5a
Gm19965
B020011L13Rik
Gm28168
Gm29106
Tsn
Nifk
Clasp1
2900060B14Rik
Tfcp2l1
Gli2
Gm26831
Gm29455
Inhbb
Ralb
Gm27184
Tmem185b
3830432H09Rik
Epb41l5
Ptpn4
Gm28209
Tmem177
Cfap221
Sctr
Dbi
3110009E18Rik
Steap3
C1ql2
En1
Gm29345
Celrr
Insig2
Ccdc93
Htr5b
Ddx18
Gm28590
Dpp10
Actr3
Slc35f5
Gpr39
Lypd1
Nckap5
4930599A14Rik
Mgat5
Tmem163
Acmsd
2900009J06Rik
Ccnt2
Map3k19
Rab3gap1
Zranb3
Gm28800
R3hdm1
Ubxn4
Lct
Mcm6
Dars
Cxcr4
Thsd7b
Gm16081
Cd55b
Gm15674
Gm15675
Cd55
Gm16083
Zp3r
C4bp
Pfkfb2
Yod1
AA986860
Gm28856
Gm15848
Pigr
Il19
Il10
Mapkapk2
Dyrk3
Eif2d
Rassf5
Ikbke
Gm28914
Gm28913
Srgap2
Gm29488
Fam72a
Avpr1b
Ctse
Rab7b
Slc26a9
Pm20d1
Slc41a1
Rab29
Nucks1
Slc45a3
Elk4
Mfsd4a
Cdk18
Gm29629
Lemd1
Gm29695
Gm29630
Klhdc8a
Nuak2
Tmcc2
Dstyk
6030442K20Rik
Rbbp5
Tmem81
Cntn2
Nfasc
Gm10538
Lrrn2
Mdm4
Pik3c2b
Gm28609
Ppp1r15b
Plekha6
Gm19461
Gm28040
Kiss1
Etnk2
Sox13
Snrpe
Zc3h11a
Gm38394
Lax1
Atp2b4
Optc
Gm15851
Prelp
Fmod
Btg2
Chit1
Chil1
Mybph
Adora1
Ppfia4
Tmem183a
Cyb5r1
Adipor1
Platr1
Klhl12
Rabif
Mgat4e
Kdm5b
Syt2
Ppp1r12b
Gm28892
Ube2t
Lgr6
Gm10535
Ptpn7
Arl8a
Gm15445
Gpr37l1
Rnpep
Timm17a
Lmod1
Shisa4
Ipo9
Gm28277
Nav1
Gm4793
Csrp1
Phlda3
Tnni1
Lad1
Tnnt2
Pkp1
Igfn1
Tmem9
Cacna1s
Gm15850
Kif21b
Mroh3
Inava
A430034D21Rik
Gm37552
Gm26781
Gpr25
Camsap2
9230116N13Rik
Ddx59
Kif14
Gm37799
Gm33994
Platr23
Zfp281
Gm19705
Platr22
Nr5a2
Gm4258
Gm26979
Gm26936
Gm26930
A430106G13Rik
Ptprc
Atp6v1g3
Nek7
Gm28501
Gm5833
Lhx9
2310009B15Rik
1700019P21Rik
Dennd1b
4930596I21Rik
Crb1
4933436E23Rik
Gm34816
Zbtb41
Aspm
F13b
Gm4788
Cfhr2
Cfh
Kcnt2
4930590L20Rik
Cdc73
B3galt2
Glrx2
Ro60
Uchl5
Gm29170
Rgs2
Rgs13
Rgs1
Rgs21
Gm29514
Brinp3
A230059L01Rik
Gm15584
Gm29398
Pla2g4a
Ptgs2os
Ptgs2
2310030A07Rik
Odr4
Tpr
Prg4
Hmcn1
Gm20631
C730036E19Rik
Gm10138
Ivns1abp
Swt1
Trmt1l
Rnf2
Fam129a
2810414N06Rik
Edem3
1700025G04Rik
Gm28610
Tsen15
Colgalt2
Rgl1
Gm15479
Gm28792
Apobec4
Arpc5
Ncf2
Smg7
Gm28791
Nmnat2
Gm28960
Lamc2
Lamc1
E330020D12Rik
Shcbp1l
Dhx9
Npl
Rgs8
Gm29529
C230024C17Rik
Rgs16
Gm28513
Rnasel
Gm28512
Rgsl1
Teddm2
Teddm1b
Teddm1a
Glul
Gm28286
A830008E24Rik
Zfp648
4930452N14Rik
4930532M18Rik
Cacna1e
Gm29282
Gm9530
Ier5
Mr1
Stx6
BC034090
Xpr1
Gm5532
Acbd6
Lhx4
Qsox1
Gm37571
Cep350
Tor1aip1
Tor1aip2
Fam163a
Tdrd5
Axdnd1
Gm2000
Soat1
Abl2
Tor3a
Fam20b
Ralgps2
Angptl1
4930439D14Rik
Gm28694
Tex35
Rasal2
Cryzl2
Gm15486
Sec16b
Brinp2
Astn1
Gm37679
Pappa2
4930562F17Rik
Cop1
Tnr
Gm10530
Gm38039
4930523C07Rik
4930562F07Rik
Tnn
Mrps14
Cacybp
Rabgap1l
Gm36975
Gm37529
Gpr52
Gm37328
Gm37083
Rc3h1
Serpinc1
Zbtb37
Gm37362
Gas5
Dars2
Gm37634
Cenpl
Klhl20
Ankrd45
Tex50
Prdx6
Tnfsf4
Fasl
Suco
Gm31925
4930558K02Rik
Pigc
Gm38304
Dnm3
2810442N19Rik
Dnm3os
Eef1aknmt
Vamp4
Myoc
Prrc2c
Fmo4
Fmo1
Fmo2
Fmo3
Gm37273
Mroh9
Prrx1
Gm20471
Gorab
Mettl11b
Kifap3
Scyl3
BC055324
Mettl18
Sele
Sell
Selp
F5
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Gm32391
Gm37754
Gm37853
Gm37184
Gm36945
Dpt
Gm32569
Gm20743
Xcl1
4930568G15Rik
Tbx19
Sft2d2
Tiprl
Gm38190
Gpr161
Dcaf6
Gm37864
Mpc2
Adcy10
Gm38325
Mpzl1
Rcsd1
Creg1
Gm16565
Cd247
Pou2f1
Gm26665
Dusp27
Mael
Ildr2
5330438I03Rik
Gm15853
Tada1
Pogk
Gm4846
Gm4847
Gm16701
Gm16701.1
Fam78b
Uck2
Gm37982
Gm2453
Tmco1
Aldh9a1
Mgst3
Lrrc52
Rxrg
Lmx1a
Gm20711
Pbx1
Gm37839
Nuf2
Rgs5
Rgs4
Ccdc190
Gm15852
Hsd17b7
3110045C21Rik
Ddr2
Uap1
Gm37748
Uhmk1
4930500M09Rik
Sh2d1b1
Gm7694
Nos1ap
Spata46
Olfml2b
Atf6
Gm9929
Dusp12
Gm26620
Fcrlb
Fcrla
Fcgr2b
Fcgr4
Fcgr3
Cfap126
Sdhc
Mpz
Pcp4l1
Nr1i3
Tomm40l
Apoa2
Fcer1g
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Gm20045
Dedd
Nit1
Pfdn2
Klhdc9
Nectin4
Arhgap30
Usf1
Tstd1
F11r
B930036N10Rik
Alyref2
Itln1
Cd244a
Ly9
Slamf7
A630035G10Rik
Cd48
Slamf1
Cd84
Gm10521
Gm37065
Slamf6
Vangl2
Nhlh1
Ncstn
Copa
Gm37756
Pex19
Dcaf8
Pea15a
Casq1
Gm17224
Atp1a4
Gm37950
Igsf8
Atp1a2
Kcnj9
Gm36937
Kcnj10
Pigm
Slamf9
Igsf9
Tagln2
Cfap45
4933439K11Rik
Vsig8
Slamf8
Fcrl6
Dusp23
Crp
Ackr1
Cadm3
Aim2
Ifi206
Ifi214
Ifi213
Ifi209
Ifi208
Ifi207
Ifi204
Mndal
Ifi211
Ifi203
Ifi202b
Ifi205
Spta1
Olfr414
Olfr220
Fmn2
Grem2
Rgs7
Fh1
Kmo
Opn3
Chml
Wdr64
Exo1
Pld5
Rbm8a2
Gm38101
Gm36536
Cep170
Gm36992
Sdccag8
Gm15423
Akt3
Gm26801
Zbtb18
Gm29856
Gm37306
Gm37280
2310043L19Rik
1700016C15Rik
Adss
Catspere1
Catspere2
Desi2
4930527J03Rik
B230369F24Rik
Cox20
Hnrnpu
Efcab2
Kif26b
Gm16564
Smyd3
Tfb2m
Cnst
Sccpdh
Kif28
Ahctf1
Cdc42bpa
Coq8a
Gm37336
Psen2
Gm31728
Itpkb
Stum
Gm37267
Parp1
Lin9
Acbd3
Gm37768
Gm38293
H3f3a
H3f3aos
Sde2
Lefty2
Pycr2
Lefty1
Tmem63a
Ephx1
Nvl
Cnih4
Wdr26
A430110L20Rik
Cnih3
Ccdc121
Dnah14
Lbr
Gm5533
Enah
Srp9
Vmn1r1
Degs1
1700047M11Rik
Fbxo28
Trp53bp2
Capn2
Gm37885
Capn8
Ccdc185
Susd4
Tlr5
Disp1
Brox
Aida
Mia3
Taf1a
Gm37986
Hhipl2
Gm37214
Dusp10
Gm37223
1700112H15Rik
Gm37800
Gm34342
Marc1
Marc2
C130074G19Rik
Mark1
Gm38251
Gm37662
Rab3gap2
Gm34882
Iars2
2010103J01Rik
Bpnt1
4930532G15Rik
Eprs
9630028B13Rik
Gm2061
Slc30a10
Lyplal1
Gm37134
A730004F24Rik
Tgfb2
Gm29491
Rrp15
A430105J06Rik
1700023G09Rik
Spata17
Gm15509
Gpatch2
Gm38155
Gm37896
Esrrg
Gm36388
Ush2a
Kctd3
Kcnk2
2900042K21Rik
A430027H14Rik
Cenpf
Ptpn14
Gm26574
Gm37422
Smyd2
Prox1
Gm28172
Prox1os
Gm30725
Rps6kc1
Angel2
Vash2
Gm31373
Flvcr1
A230020J21Rik
Spata45
Tatdn3
Nsl1
Batf3
Atf3
D730003I15Rik
Gm37168
Nenf
Pacc1
Ppp2r5a
Gm32200
Gm37432
Dtl
Ints7
Lpgat1
Gm38037
Nek2
1700034H15Rik
Slc30a1
Gm26670
Traf5
Gm26879
Rcor3
Gm10516
Kcnh1
Hhat
Sertad4
Gm15867
Syt14
Gm31406
Utp25
A130010J15Rik
Traf3ip3
Gm15872
4930570N18Rik
Lamb3
Hsd11b1
G0s2
Camk1g
4930503O07Rik
Plxna2
Cd34
Gm16897
A330023F24Rik
Gm32250
Gm37027
Cd46
Cr1l
Cr2
Fam171a1
Nmt2
Rpp38
Acbd7
Olah
Meig1
Dclre1c
Suv39h2
Gm13184
Hspa14
Gm45902
Cdnf
Fam107b
Gm13180
Frmd4a
Gm10862
Gm38085
1700080N15Rik
Gm13189
Gm37814
Gm37107
Gm38348
Gm13187
Gm36988
Gm13179
Prpf18
Bend7
Sephs1
Phyh
Ucma
Mcm10
Optn
4930551O13Rik
Ccdc3
Camk1d
Cdc123
Nudt5
Gm13199
Sec61a2
Gm13267
Dhtkd1
Upf2
Proser2
Gm10857
Echdc3
A230108P19Rik
Gm13383
Usp6nl
Gm13388
Gm13391
Celf2
Gm13389
Gm10855
Gm10115
Gm28641
Gm13211
1700061F12Rik
Gm13219
Gm13218
Gata3
Taf3
Atp5c1
Kin
Itih2
Itih5
Gm13261
Sfmbt2
Gm13264
Prkcq
8030442B05Rik
Gm13293
Pfkfb3
Gm10851
Rbm17
Il2ra
Il15ra
Fbh1
Ankrd16
Itga8
E030013I19Rik
Mindy3
Pter
C1ql3
Rsu1
Gm13270
Cubn
Trdmt1
Vim
St8sia6
Hacd1
Stamos
Stam
Tmem236
Mrc1
Slc39a12
Gm13266
Cacnb2
Gm10848
Gm13269
Nsun6
Arl5b
Malrd1
Plxdc2
Gm13322
Nebl
A930004D18Rik
Skida1
1810059C17Rik
Mllt10
Dnajc1
Commd3
Bmi1
Spag6
Gm20539
Carlr
Pip4k2a
4930426L09Rik
Armc3
4930447M23Rik
Msrb2
Gm33940
Gm13344
4921504E06Rik
Gm13348
Otud1
Gm13346
Etl4
Gm17171
Gm13335
Gm13362
Arhgap21
Gm13380
Gm13375
Gm13376
Enkur
Thnsl1
Gm13327
Gpr158
Myo3a
Gad2
1700092C17Rik
Apbb1ip
Pdss1
Abi1
Acbd5
Mastl
Yme1l1
4931423N10Rik
Nxph2
Spopl
Hnmt
Tbpl2
Psd4
Pax8
Gm13415
Gm13417
Cacna1b
Ehmt1
Arrdc1
Zmynd19
Dph7
Mrpl41
Pnpla7
Nsmf
Gm13387
Nrarp
Tor4a
Nelfb
Stpg3
Fam166a
Tubb4b
Cysrt1
Rnf208
Ndor1
Tmem203
Tprn
Ssna1
Anapc2
Grin1
Grin1os
Man1b1
Dpp7
Uap1l1
Sapcd2
Entpd2
Npdc1
Fut7
Abca2
Paxx
Ptgds
C8g
Fbxw5
Traf2
Edf1
Mamdc4
Phpt1
Ajm1
Rabl6
Fcnaos
Ccdc183
Tmem141
A230005M16Rik
Bmyc
Obp2b
Glt6d1
Kcnt1
Camsap1
Ubac1
Nacc2
Tmem250-ps
1810012K08Rik
Lhx3
Qsox2
Ccdc187
Gpsm1
Dnlz
Card9
Gm13562
Snapc4
Gm13563
Entr1
Pmpca
Inpp5e
Sec16a
0610009E02Rik
Gm13568
Notch1
Egfl7
Agpat2
Dipk1b
Surf6
Med22
Rpl7a
Surf1
Surf2
Surf4
Stkld1
Rexo4
Adamts13
Cacfd1
Slc2a6
Gm13398
Mymk
Adamtsl2
Fam163b
Dbhos
Dbh
Sardh
Sardhos
Vav2
Brd3os
Brd3
Wdr5
Gm13421
Rxra
Col5a1
Fcnb
Gm13371
F730016J06Rik
Olfm1
Gm13373
Ppp1r26
1700007K13Rik
Mrps2
Gbgt1
Gm10134
Ralgds
Gm13381
Gtf3c5
Tsc1
Spaca9
Ak8
Gtf3c4
Ddx31
Cfap77
Ttf1
Gm13393
Setx
Ntng2
6530402F18Rik
Med27
Gm13402
Rapgef1
Gm13547
Trub2
Coq4
Slc27a4
Urm1
2600006K01Rik
Cercam
Odf2
Gle1
Sptan1
Wdr34
Set
Pkn3
Zdhhc12
Zer1
Tbc1d13
Endog
Spout1
Kyat1
1700084E18Rik
Lrrc8a
Phyhd1
Dolk
Nup188
Gm14471
Sh3glb2
Miga2
Dolpp1
Crat
Gm16323
Ptpa
Ier5l
Gm14487
Cstad
9330198N18Rik
Gm14486
Gm14488
1700001O22Rik
4930527E20Rik
Ntmt1
Asb6
Prrx2
Ptges
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
D330023K18Rik
Gpr107
Gm13405
Ncs1
Hmcn2
Ass1
Fubp3
Prdm12
Exosc2
Gm13427
Abl1
Qrfp
Fibcd1
Lamc3
Aif1l
Nup214
Gm13609
Fam78a
Plpp7
Prrc2b
Gm13610
Pomt1
Uck1
Swi5
Golga2
Dnm1
Ciz1
1110008P14Rik
Lcn2
Ptges2
Slc25a25
Naif1
Fam102a
Dpm2
9430097D07Rik
Pip5kl1
St6galnac4
St6galnac6
Ak1
Eng
Fpgs
Cdk9
Sh2d3c
6330409D20Rik
Ttc16
Tor2a
Ptrh1
Cfap157
Stxbp1
Gm13524
Gm13523
Fam129b
Lrsam1
Rpl12
Slc2a8
Garnl3
Ralgps1
Gm13528
Angptl2
Zbtb34
Gm13536
Zbtb43
Gm13530
Lmx1b
9430024E24Rik
Mvb12b
Nron
Gm13403
Gm13404
C230014O12Rik
Gm38389
Pbx3
C79798
Mapkap1
Gapvd1
Hspa5
Rabepk
Fbxw2
Gm34653
Psmd5
Cutal
Phf19
Traf1
Hc
Gm13449
AI182371
Cntrl
Rab14
Gsn
Stom
4930568D16Rik
4930402F06Rik
Ggta1
Gm13446
Dab2ip
Ttll11
9030204H09Rik
Ndufa8
Morn5
Lhx6
Rbm18
Mrrf
Gm13429
Ptgs1
Olfr338
Olfr344
Olfr346
Olfr352
Olfr354
Olfr365
Olfr366
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gpr21
Crb2
Dennd1a
Gm13556
Lhx2
Gm27197
Gm13584
Gm13589
Nek6
Psmb7
Nr5a1
Nr6a1
Nr6a1os
Olfml2a
Wdr38
Rpl35
Arpc5l
Golga1
Scai
Ppp6c
Lrp1b
Kynu
Arhgap15
Arhgap15os
Gtdc1
Zeb2
Zeb2os
Gm28643
Gm13479
Gm13465
Gm13470
Gm13481
Acvr2a
Orc4
Mbd5
Epc2
Kif5c
Lypd6b
Gm13480
Lypd6
Mmadhc
Gm13483
Gm48908
Gm13485
Rnd3
Gm13497
Gm13499
1700057H21Rik
Gm13490
Rbm43
Nmi
Tnfaip6
Rif1
Neb
Gm13522
Arl5a
A430018G15Rik
Cacnb4
Stam2
Fmnl2
Prpf40a
Arl6ip6
Rprm
Galnt13
Gm14033
Kcnj3
Nr4a2
BB557941
4930555B11Rik
A930012O16Rik
Gpd2
Gm33594
Galnt5
Ermn
Cytip
Gm13546
Acvr1c
Gm13544
Acvr1
Upp2
Gm13558
Ccdc148
Gm11099
Pkp4
5330411J11Rik
Dapl1
Tanc1
Wdsub1
Baz2b
Gm13572
Gm13620
March7
Cd302
Ly75
Gm13571
Pla2r1
Itgb6
Rbms1
Tank
Psmd14
Tbr1
Slc4a10
Dpp4
Gm13561
Gcg
Fap
Ifih1
Gca
Kcnh7
Gm13569
Fign
Grb14
Cobll1
Gm13594
Slc38a11
Scn3a
Gm13595
Scn2a
Csrnp3
Gm13619
Gm13617
Galnt3
Gm28638
Ttc21b
Gm13618
Scn1a
Gm13630
Gm13629
Scn9a
Scn7a
Gm13598
Xirp2
Gm13599
Gm13601
B3galt1
Gm26743
Stk39
Gm13596
4933409G03Rik
4932414N04Rik
Gm36231
Cers6
Nostrin
Spc25
G6pc2
Abcb11
Gm13613
Dhrs9
Lrp2
Bbs5
Klhl41
Fastkd1
Ppig
Ccdc173
Phospho2
Klhl23
Ssb
Mettl5
Gm13625
Mettl5os
Ubr3
Myo3b
Gad1os
Erich2
Gad1
Gm26558
Gorasp2
Tlk1
Gm13632
Mettl8
Dcaf17
Cybrd1
Dync1i2
Slc25a12
Hat1
Metap1d
Dlx1as
Dlx1
Dlx2
Itga6
Pdk1
Rapgef4
Rapgef4os1
Rapgef4os2
Rapgef4os3
Map3k20
Cdca7
8430437L04Rik
6430710C18Rik
Sp3
Gm11084
Sp3os
Ola1
Sp9
Cir1
Scrn3
Gpr155
Gm13703
Gm13709
D230022J07Rik
Gm13707
Wipf1
Gm13708
Chrna1
Chrna1os
Chn1os3
Chn1
Chn1os1
Atf2
Atp5g3
4930441J16Rik
Lnpk
Hoxd3os1
Hoxd3
Haglr
Mtx2
2600014E21Rik
A330043C09Rik
Gm13660
Hnrnpa3
Nfe2l2
E030042O20Rik
Agps
Ttc30b
Ttc30a1
Pde11a
Cyct
Rbm45
Osbpl6
Prkra
Pjvk
Fkbp7
Plekha3
Ttn
Gm13938
Ccdc141
Sestd1
Gm13943
Zfp385b
Gm13944
Gm13661
Cwc22
4930440I19Rik
Gm14461
Ube2e3
Itga4
Cerkl
Neurod1
Itprid2
Ppp1r1c
Pde1a
Prdx6b
Dnajc10
Frzb
Nckap1
Dusp19
Nup35
Zfp804a
A130030D18Rik
Fsip2
Gm28675
Zc3h15
Itgav
Gm13684
Fam171b
Zswim2
Calcrl
Tfpi
Gm13710
Ctnnd1
Btbd18
Selenoh
Tmx2
Med19
Zdhhc5
Clp1
Ypel4
Gm19426
Serping1
Ube2l6
Timm10
Slc43a1
Rtn4rl2
Slc43a3
P2rx3
Ssrp1
Tnks1bp1
4930443O20Rik
Aplnr
